703,95,179968,24320,52
781,114,199936,29184,61
781,115,199936,29440,62
781,115,199936,29440,66
782,114,200192,29184,81
781,116,199936,29696,92
781,115,199936,29440,88
781,114,199936,29184,83
782,115,200192,29440,91
781,115,199936,29440,93
781,115,199936,29440,88
781,114,199936,29184,93
782,116,200192,29696,94
781,115,199936,29440,113
781,115,199936,29440,136
781,114,199936,29184,131
782,115,200192,29440,135
781,115,199936,29440,143
781,114,199936,29184,154
781,115,199936,29440,147
782,115,200192,29440,143
781,115,199936,29440,142
781,115,199936,29440,141
781,114,199936,29184,171
782,114,200192,29184,145
781,115,199936,29440,147
781,115,199936,29440,143
781,114,199936,29184,125
782,115,200192,29440,126
781,115,199936,29440,122
781,115,199936,29440,119
781,115,199936,29440,140
782,114,200192,29184,145
781,115,199936,29440,132
781,115,199936,29440,127
781,115,199936,29440,144
782,114,200192,29184,128
781,115,199936,29440,134
781,115,199936,29440,151
781,114,199936,29184,139
782,115,200192,29440,157
781,114,199936,29184,167
781,115,199936,29440,161
781,115,199936,29440,157
782,115,200192,29440,160
781,115,199936,29440,162
781,115,199936,29440,170
781,115,199936,29440,158
782,115,200192,29440,174
781,115,199936,29440,190
781,115,199936,29440,199
781,114,199936,29184,215
782,115,200192,29440,199
781,115,199936,29440,198
781,115,199936,29440,198
781,115,199936,29440,177
782,114,200192,29184,207
781,115,199936,29440,172
781,114,199936,29184,192
781,115,199936,29440,169
782,115,200192,29440,162
781,115,199936,29440,144
781,115,199936,29440,152
781,114,199936,29184,150
782,115,200192,29440,161
781,116,199936,29696,160
781,114,199936,29184,177
781,115,199936,29440,181
782,115,200192,29440,199
781,115,199936,29440,211
781,114,199936,29184,194
781,115,199936,29440,177
782,115,200192,29440,185
781,115,199936,29440,187
781,115,199936,29440,166
781,115,199936,29440,177
782,115,200192,29440,176
781,114,199936,29184,188
781,115,199936,29440,184
781,115,199936,29440,161
782,115,200192,29440,174
781,115,199936,29440,163
781,115,199936,29440,174
781,115,199936,29440,179
782,114,200192,29184,184
781,116,199936,29696,169
781,114,199936,29184,177
781,115,199936,29440,167
782,115,200192,29440,204
781,114,199936,29184,195
781,115,199936,29440,183
781,115,199936,29440,199
782,115,200192,29440,206
781,115,199936,29440,197
781,116,199936,29696,172
781,115,199936,29440,183
782,115,200192,29440,180
781,115,199936,29440,166
781,115,199936,29440,203
781,115,199936,29440,195
782,115,200192,29440,159
781,115,199936,29440,165
781,115,199936,29440,144
781,114,199936,29184,149
782,115,200192,29440,153
781,115,199936,29440,150
781,114,199936,29184,152
781,115,199936,29440,149
782,115,200192,29440,137
781,115,199936,29440,137
781,115,199936,29440,135
781,114,199936,29184,140
782,115,200192,29440,131
781,115,199936,29440,127
781,114,199936,29184,110
781,116,199936,29696,111
782,115,200192,29440,106
781,115,199936,29440,108
781,114,199936,29184,125
781,114,199936,29184,124
782,115,200192,29440,143
781,115,199936,29440,122
781,115,199936,29440,122
781,115,199936,29440,118
782,115,200192,29440,110
781,115,199936,29440,109
781,115,199936,29440,116
781,115,199936,29440,117
782,115,200192,29440,118
781,115,199936,29440,121
781,114,199936,29184,128
781,116,199936,29696,136
782,115,200192,29440,124
781,114,199936,29184,113
781,115,199936,29440,99
781,116,199936,29696,94
782,115,200192,29440,97
781,114,199936,29184,101
781,116,199936,29696,100
781,115,199936,29440,120
782,114,200192,29184,110
781,115,199936,29440,114
781,116,199936,29696,118
781,114,199936,29184,126
782,115,200192,29440,124
781,115,199936,29440,130
781,115,199936,29440,138
781,115,199936,29440,152
782,115,200192,29440,138
781,115,199936,29440,129
781,115,199936,29440,141
781,115,199936,29440,139
782,114,200192,29184,149
781,115,199936,29440,151
781,115,199936,29440,133
781,116,199936,29696,128
782,113,200192,28928,126
781,115,199936,29440,114
781,115,199936,29440,123
781,115,199936,29440,132
782,79,200192,20224,173
781,59,199936,15104,251
781,53,199936,13568,307
781,53,199936,13568,294
782,51,200192,13056,324
781,51,199936,13056,360
781,50,199936,12800,378
781,52,199936,13312,370
782,51,200192,13056,388
781,53,199936,13568,336
781,46,199936,11776,460
781,55,199936,14080,402
782,49,200192,12544,427
781,54,199936,13824,344
781,50,199936,12800,540
781,51,199936,13056,441
782,50,200192,12800,427
781,49,199936,12544,467
781,50,199936,12800,423
781,48,199936,12288,446
782,47,200192,12032,459
781,49,199936,12544,407
781,47,199936,12032,425
781,52,199936,13312,382
782,52,200192,13312,439
781,53,199936,13568,381
781,50,199936,12800,467
781,52,199936,13312,451
782,51,200192,13056,468
781,51,199936,13056,487
781,4,199936,1024,730
781,17,199936,4352,0
782,55,200192,14080,593
781,57,199936,14592,454
781,54,199936,13824,461
781,0,199936,0,0
782,23,200192,5888,296
781,63,199936,16128,530
781,12,199936,3072,474
781,10,199936,2560,0
782,57,200192,14592,495
781,60,199936,15360,415
781,18,199936,4608,700
781,7,199936,1792,0
782,61,200192,15616,458
781,50,199936,12800,502
781,55,199936,14080,428
781,51,199936,13056,443
782,52,200192,13312,437
781,17,199936,4352,688
781,1,199936,256,0
781,60,199936,15360,449
782,54,200192,13824,457
781,51,199936,13056,431
781,46,199936,11776,434
781,48,199936,12288,405
782,49,200192,12544,405
781,48,199936,12288,379
781,50,199936,12800,359
781,47,199936,12032,389
782,49,200192,12544,351
781,50,199936,12800,340
781,51,199936,13056,345
781,52,199936,13312,374
782,51,200192,13056,354
781,48,199936,12288,392
781,49,199936,12544,381
781,49,199936,12544,358
782,51,200192,13056,387
781,52,199936,13312,393
781,46,199936,11776,371
781,50,199936,12800,399
782,51,200192,13056,343
781,51,199936,13056,357
781,48,199936,12288,365
781,53,199936,13568,385
782,50,200192,12800,375
781,49,199936,12544,392
781,51,199936,13056,389
781,51,199936,13056,414
782,52,200192,13312,413
781,36,199936,9216,460
781,1,199936,256,0
781,3,199936,768,0
782,0,200192,0,0
781,1,199936,256,0
781,4,199936,1024,0
781,0,199936,0,0
782,0,200192,0,0
781,0,199936,0,0
781,0,199936,0,0
781,1,199936,256,0
782,0,200192,0,0
781,1,199936,256,0
781,0,199936,0,0
781,1,199936,256,0
782,0,200192,0,0
